epoch,loss_train,loss_eval,f1_train,f1_eval,duration
1,0.3680328692615023,0.3068010698837839,0.8378,0.8724,0:13:58.232171
2,0.3225702146291733,0.29087428606239873,0.861,0.882,0:14:01.998015
3,0.31218575803637477,0.2857443687452632,0.867075,0.888,0:14:04.678012
4,0.30489198558330594,0.28009851200945035,0.868675,0.8872,0:14:28.411181
5,0.2993630310475825,0.27493649673689724,0.8721,0.8886,0:14:23.748937
6,0.29448973706364645,0.26943780372666704,0.874475,0.892,0:13:51.457583
7,0.28656154875755335,0.2634410777953779,0.877625,0.894,0:14:00.048478
8,0.28426570844650284,0.25867785926267595,0.8796999999999999,0.8966,0:14:01.466653
9,0.27962935761213326,0.2759292966146379,0.882775,0.8852,0:14:01.272184
10,0.2768347653001545,0.25353190146244237,0.8832,0.8976,0:13:59.878859
11,0.2711461773395539,0.25091172731036604,0.8867250000000001,0.8986,0:14:02.949478
12,0.2679691038429738,0.24582245473744005,0.8878000000000001,0.9008,0:13:56.561123
13,0.2621681770831347,0.24421607090789046,0.891725,0.903,0:13:58.654293
14,0.2603360029280186,0.2368987664627802,0.8908000000000001,0.9048,0:13:34.455888
15,0.25539737069606816,0.2371367380307738,0.894575,0.9048,0:14:22.500401
16,0.25221638041734706,0.2413300906966447,0.8963,0.908,0:14:24.635888
17,0.24757918521761896,0.231525643378686,0.89655,0.907,0:14:26.283089
18,0.24496261127889146,0.2308077239876341,0.8975250000000001,0.9098,0:14:21.675701
19,0.2404927650928496,0.2239777546874277,0.9005,0.9103999999999999,0:14:21.688770
20,0.23606025035679307,0.2205123917027643,0.902725,0.9136,0:14:21.141389
21,0.2327495121330022,0.22338823461608526,0.904525,0.9156,0:13:46.242018
22,0.22825842463970164,0.22002676627628362,0.907925,0.9142,0:14:18.844446
23,0.2241380415230985,0.20902955657832184,0.90735,0.918,0:14:21.297126
24,0.22064772268235694,0.2213142329150705,0.9105,0.912,0:14:09.795237
25,0.21490868577361125,0.21343465699891387,0.913725,0.9164,0:14:18.211338
