epoch,loss_train,loss_eval,f1_train,f1_eval,duration
1,0.3872127933118044,0.3401467190721095,0.83956,0.8472390165255945,0:00:05.670347
2,0.31587475805026466,0.29587076699886583,0.86748,0.8827085852478839,0:00:05.520505
3,0.3042398524349149,0.2901736129170808,0.87276,0.8806932688432084,0:00:05.562935
4,0.297422574847327,0.2813759450920118,0.87568,0.8855300282144297,0:00:05.525639
5,0.29294689133039203,0.2829850007517216,0.87812,0.8835147118097542,0:00:05.508769
6,0.29025459041833285,0.27570818632076954,0.87996,0.8871422813381701,0:00:05.510944
7,0.2873826717286158,0.27574539824556077,0.8802,0.8847239016525595,0:00:05.559045
8,0.28500269147117296,0.28658724786379397,0.8817999999999999,0.8778718258766627,0:00:05.578662
9,0.282936882046635,0.27768568694591506,0.88256,0.8835147118097542,0:00:05.633855
10,0.2824417405173447,0.2724162146258049,0.88292,0.8819024586860137,0:00:05.570010
11,0.28014579381974797,0.27421229896255017,0.88392,0.8823055219669488,0:00:05.596900
12,0.27808578489610275,0.2964888492073768,0.88508,0.8762595727529222,0:00:05.586027
13,0.27773443938178194,0.27062561496710164,0.88608,0.8855300282144297,0:00:05.602219
14,0.27611502827814494,0.27347113984899646,0.88628,0.8851269649334945,0:00:05.547246
15,0.27575050401584683,0.2711085709623801,0.88616,0.8827085852478839,0:00:05.553402
16,0.273851852111347,0.2705457630829933,0.88728,0.8859330914953648,0:00:05.550442
17,0.2735466112566115,0.2688738367496394,0.8864,0.886739218057235,0:00:05.565281
18,0.27375519388567354,0.26964116564545876,0.88704,0.8827085852478839,0:00:05.613050
19,0.2728276954454073,0.27537580675039547,0.88688,0.8810963321241435,0:00:05.567628
20,0.2712423975157844,0.2770766556645051,0.8882,0.8782748891575978,0:00:05.561631
21,0.27067137202795816,0.28189199007092386,0.88752,0.8766626360338573,0:00:05.555868
22,0.2717418516307233,0.2698725031163448,0.88832,0.8806932688432084,0:00:05.553699
23,0.2692923391966717,0.267753546532148,0.88852,0.8855300282144297,0:00:05.535113
24,0.26935388433182494,0.2816722038655709,0.88884,0.8819024586860137,0:00:05.530964
25,0.2693026746859022,0.2680686224156466,0.88852,0.8851269649334945,0:00:05.531315
