epoch,loss_train,loss_test,f1_train,f1_test,duration
1,0.09119083410886923,0.2052131306731681,0.968236758623459,0.9344381274948591,0:00:08.868493
2,0.08099726422460311,0.19848623508485472,0.9703650162631008,0.9341155598564574,0:00:08.873600
3,0.07394681677200725,0.2142252076003697,0.9743805967152552,0.9327446473932502,0:00:08.770989
4,0.0724626873903495,0.20586170819611999,0.9745412199333414,0.9333091407604532,0:00:08.812462
5,0.06883687990132069,0.24145934608307099,0.9749026221740352,0.9347606951332608,0:00:09.006933
6,0.06669314186921424,0.2254628941672374,0.9761072963096815,0.9336317083988549,0:00:08.836792
7,0.06503354259679966,0.2349432781978362,0.9766694775729832,0.9341962017660578,0:00:08.839148
8,0.06266743552748372,0.23035581051202095,0.9765490101594185,0.9351235837264626,0:00:08.764440
9,0.06192844355440325,0.2568804615857703,0.9770308798136771,0.9337526712632556,0:00:08.845610
10,0.05762205654543027,0.2421389269311062,0.9786772677990604,0.9337123503084553,0:00:09.021459
11,0.05789568201254389,0.24864005951253493,0.9794000722804481,0.9335510664892545,0:00:08.836116
12,0.05344691048431552,0.28892550044188825,0.980644902220616,0.935002620862062,0:00:08.856575
13,0.05284569140096873,0.2782815561766483,0.9797213187166205,0.933268819805653,0:00:08.809131
14,0.0492076295460407,0.2801625243308022,0.9814078625065253,0.9328656102576509,0:00:08.880362
15,0.0493683394368031,0.2810402277222253,0.9808055254387021,0.9342365227208581,0:00:09.114424
16,0.04842100700301347,0.2871982522660476,0.9813275508974822,0.9330268940768517,0:00:08.879704
17,0.04686996065942746,0.285291802517701,0.9816889531381762,0.9333091407604532,0:00:08.856955
18,0.0448466630357997,0.3033467345302617,0.9831747179054733,0.9324220797548487,0:00:08.832159
19,0.04309011801738209,0.3372778114217526,0.9830140946873871,0.9333494617152535,0:00:09.051333
20,0.04158272477396534,0.34890403544987586,0.983455808537124,0.9313334139752429,0:00:09.223629
21,0.040799607614729866,0.32506309069777717,0.9842589246275549,0.9322204749808476,0:00:08.969605
22,0.0373121086390238,0.36538146904362334,0.9844597036501627,0.9333091407604532,0:00:08.996979
23,0.037079413431352626,0.3537353642289973,0.9851021965225073,0.9323414378452481,0:00:08.867662
24,0.03694846835186015,0.3979893702785518,0.9850218849134642,0.932301116890448,0:00:08.950994
25,0.034067715837931105,0.3531511753200075,0.9863068706581536,0.9329865731220516,0:00:09.133946
26,0.03330443100333148,0.4191821967695655,0.9867485845078906,0.9313737349300432,0:00:08.945184
27,0.03353809193516413,0.4595486510447039,0.9861462474400675,0.9286722309584291,0:00:08.851459
28,0.030460414232364355,0.39669614853306673,0.9875115447938,0.9314543768396436,0:00:08.694701
29,0.029467072820495793,0.39259984978426077,0.9875918564028431,0.9317769444780453,0:00:08.782951
30,0.02981599230123572,0.4386283109057248,0.9878327912299723,0.9325430426192493,0:00:08.995862
31,0.02983992384237285,0.42127345496221097,0.9875115447938,0.9336720293536551,0:00:08.820367
32,0.02694047341373567,0.5171662052155394,0.9882343492751877,0.9321398330712471,0:00:08.803666
33,0.025909388664799526,0.48315010874258507,0.9885154399068385,0.9319785492520463,0:00:08.678031
34,0.026532298059666653,0.4915108101496924,0.9885957515158816,0.9313737349300432,0:00:08.740820
35,0.02583869439912423,0.45087812885643025,0.9887965305384894,0.9328252893028507,0:00:08.961097
36,0.0249734160183268,0.4726384284264276,0.9896799582379633,0.9333091407604532,0:00:08.797239
37,0.025782597226412712,0.48874230573738386,0.9889571537565756,0.9325833635740495,0:00:08.786941
38,0.025587297965254843,0.4915554933711308,0.9892382443882263,0.9327446473932502,0:00:08.715784
39,0.02408780343060022,0.49040508167821717,0.989880737260571,0.933268819805653,0:00:08.779905
40,0.02193306772154922,0.5424082196323545,0.9901618278922218,0.9323817588000484,0:00:08.923140
41,0.025378408455150797,0.4782327243332047,0.9892382443882263,0.9308495625176403,0:00:08.720196
42,0.02298450231685369,0.4884486135004257,0.990844476569088,0.9326236845288497,0:00:08.737528
43,0.022381965826224107,0.5647594292087523,0.9900012046741357,0.9320995121164469,0:00:08.722829
44,0.021736071306706586,0.5344456094055263,0.9902822953057865,0.933268819805653,0:00:08.784988
45,0.022010127444184437,0.527221661247762,0.990322451110308,0.9321801540260474,0:00:08.985048
46,0.0205947486483684,0.5629197245015527,0.9908846323736096,0.9326236845288497,0:00:08.768373
47,0.021096407402252583,0.528059392444278,0.9910854113962173,0.9316156606588444,0:00:08.740286
48,0.021687137906367147,0.5324992150376708,0.9907641649600449,0.9338736341276561,0:00:08.633366
49,0.018774498236617476,0.5352688340145126,0.9915672810504759,0.9321398330712471,0:00:08.755939
50,0.021225920607486768,0.5944457977155814,0.9906035417419587,0.9287528728680295,0:00:08.978060
51,0.018713036591094467,0.5440583267452721,0.9914869694414328,0.9314140558848434,0:00:08.774094
52,0.01884510765310829,0.5500886565536975,0.9915271252459543,0.9322607959356477,0:00:08.727725
53,0.0192819321996712,0.5742073859329899,0.991647592659519,0.9325833635740495,0:00:08.634527
54,0.018305031077436827,0.5807609168831891,0.9919688390956913,0.9315350187492439,0:00:08.708037
55,0.017264886876462316,0.542273581367246,0.9920089949002128,0.9318172654328455,0:00:08.934151
56,0.017489021868371292,0.5838853889373832,0.991647592659519,0.9325430426192493,0:00:08.785061
57,0.017373079497998226,0.614274417931432,0.9917680600730836,0.9285915890488287,0:00:08.696826
58,0.016284231813923203,0.535715551904489,0.9923302413363851,0.9329865731220516,0:00:08.703539
59,0.017955547064936267,0.5680100524131872,0.9920089949002128,0.9323817588000484,0:00:08.697816
60,0.01875248405173277,0.6111179377417562,0.9907240091555234,0.9325430426192493,0:00:08.884068
61,0.01766507717152283,0.5418891667207336,0.9924507087499498,0.9321398330712471,0:00:08.723748
62,0.016981784902700813,0.5973143033718769,0.9922900855318636,0.9309705253820411,0:00:08.657318
63,0.01615326162128011,0.5911934145718197,0.9926916435770791,0.9318172654328455,0:00:08.755544
64,0.01577304507671289,0.550860540022439,0.9929727342087299,0.9306076367888392,0:00:08.739397
65,0.015857937065761656,0.6363104314716262,0.9930128900132514,0.932301116890448,0:00:08.900105
66,0.016730069059016812,0.585181768808005,0.9925310203589929,0.9306882786984396,0:00:08.747766
67,0.014939987842342644,0.6019598002745746,0.9933341364494238,0.9306076367888392,0:00:08.738632
68,0.013779684873194352,0.6501592707069156,0.9932939806449023,0.9315350187492439,0:00:08.908928
69,0.015725084344260534,0.6076682596535055,0.9929325784042083,0.930002822466836,0:00:08.892171
70,0.01764212603933597,0.6153896258739949,0.9921294623137774,0.9324624007096488,0:00:09.067454
71,0.015448825677280382,0.6356304168439049,0.9930128900132514,0.9314946977944438,0:00:08.877892
72,0.01454688573870013,0.6223793422358095,0.9932136690358592,0.9318172654328455,0:00:08.806789
73,0.01488192861704375,0.6281671645067411,0.9926916435770791,0.9315350187492439,0:00:08.912151
74,0.014329065638002063,0.6323122353669702,0.9933341364494238,0.9323414378452481,0:00:08.918664
75,0.014977486080893835,0.6576106306884207,0.9930932016222945,0.933067215031652,0:00:09.106407
76,0.012236425872573257,0.6281654104614358,0.9942577199534193,0.9302850691504375,0:00:08.944549
77,0.01715943698222354,0.5958599527577235,0.9930932016222945,0.9326236845288497,0:00:08.830064
78,0.011053183050373639,0.6412365193091759,0.9940970967353331,0.9318172654328455,0:00:08.904954
79,0.013355168362043483,0.6936127097285707,0.9938561619082038,0.9287125519132293,0:00:08.922867
80,0.013595282679076885,0.7552094768041436,0.9938160061036823,0.9290754405064312,0:00:09.159084
81,0.014368769506738904,0.6752878184708616,0.9931333574268161,0.9289141566872303,0:00:08.953870
82,0.013829951207125863,0.6383946909994017,0.9934546038629885,0.9308495625176403,0:00:08.856222
83,0.012461298233781802,0.6208992960820341,0.9941372525398546,0.9318172654328455,0:00:08.900986
84,0.014061852163593331,0.6984805740457792,0.9936152270810745,0.9288738357324301,0:00:08.907562
85,0.013467355836865121,0.6505895782793155,0.9934546038629885,0.9307285996532398,0:00:09.109579
86,0.01393099046005107,0.6547622187084734,0.9934144480584669,0.9310914882464417,0:00:08.957881
87,0.011301008547103584,0.7611385590931153,0.9943781873669839,0.929236724325632,0:00:08.890504
88,0.015125556915059232,0.69320621752053,0.9931333574268161,0.9314946977944438,0:00:08.910783
89,0.013487232694640564,0.6797954628987255,0.9939364735172469,0.9314543768396436,0:00:08.894185
90,0.014258068521308438,0.6732453691303307,0.9936152270810745,0.9308495625176403,0:00:09.084279
91,0.011900498985353936,0.6550432185554934,0.9943781873669839,0.9304463529696383,0:00:08.886452
92,0.01445633438967821,0.6619237066315767,0.9934144480584669,0.9320188702068465,0:00:08.821924
93,0.014309405681359556,0.6576114470662626,0.993575071276553,0.9326640054836498,0:00:08.914159
94,0.014031085994899412,0.7069543191937123,0.9933742922539454,0.9324220797548487,0:00:08.912121
95,0.012049927235800595,0.710409832182657,0.9939364735172469,0.9330268940768517,0:00:09.108242
96,0.012686328460900655,0.6310109662975967,0.9940569409308115,0.9303657110600378,0:00:08.811137
97,0.014001270038780926,0.6471783159363133,0.9930932016222945,0.9325833635740495,0:00:08.877095
98,0.013555763779308526,0.678445278770601,0.9936955386901176,0.930567315834039,0:00:08.888158
99,0.013185302262186529,0.669811139973085,0.9936955386901176,0.931172130156042,0:00:08.935617
100,0.012082500892355335,0.6960687047014067,0.9940970967353331,0.9323817588000484,0:00:09.155856
