epoch,loss_train,loss_test,f1_train,f1_test,duration
1,0.09043362210755784,0.20143294496492956,0.9677548889692005,0.9343574855852587,0:00:08.705031
2,0.08046502572414378,0.21828047266636819,0.9715295345942256,0.929236724325632,0:00:08.687009
3,0.07421170622594564,0.22959405841698075,0.9729349877524797,0.9341962017660578,0:00:08.710527
4,0.07165364921556264,0.2411404952110432,0.9748624663695137,0.9324624007096488,0:00:08.607995
5,0.06938097016292301,0.2204753128144802,0.9750230895875999,0.9326640054836498,0:00:08.844395
6,0.06671061957503373,0.2073259135070927,0.9767899449865478,0.9345187694044595,0:00:08.657420
7,0.06527682293663147,0.23227116556945557,0.9777938400995865,0.9329059312124511,0:00:08.660584
8,0.06249462462039911,0.2234333148142131,0.9782757097538449,0.9333091407604532,0:00:08.667277
9,0.060927244513974015,0.2435427683598786,0.9782355539493234,0.9338333131728559,0:00:08.612851
10,0.05825228226396594,0.22353250666495295,0.9785166445809742,0.9341558808112576,0:00:08.866011
11,0.05618611863137021,0.2525051124982002,0.9804842790025298,0.9335107455344542,0:00:08.706900
12,0.05443033941225507,0.2675097713513751,0.9804039673934867,0.9310511672916415,0:00:08.658218
13,0.05263501789781899,0.27887409254858475,0.980644902220616,0.9337929922180556,0:00:08.654947
14,0.052401096207564675,0.30455821190244187,0.9812472392884392,0.9310108463368413,0:00:08.575727
15,0.049005985812571574,0.28235888078742166,0.9817291089426977,0.9314140558848434,0:00:08.858234
16,0.04795035002340683,0.284919572643514,0.9812873950929607,0.9335107455344542,0:00:08.696487
17,0.04681020033101503,0.2896948586664008,0.9820905111833915,0.932301116890448,0:00:08.707164
18,0.04294357321310518,0.31678046875644184,0.9833353411235594,0.9326640054836498,0:00:08.679044
19,0.0423817400661323,0.3256876302077268,0.9834156527326025,0.9320591911616467,0:00:08.576375
20,0.040019488026909834,0.37725937076039867,0.9842589246275549,0.9321801540260474,0:00:08.837666
21,0.03891688236207269,0.35397822276673185,0.9842187688230334,0.9294786500544333,0:00:08.662814
22,0.04005677856459374,0.3572538913590922,0.9844998594546842,0.934034917946857,0:00:08.681264
23,0.03828300851557228,0.35504699138812035,0.9848211058908565,0.9316559816136446,0:00:08.698406
24,0.03496692021008188,0.3716965729353992,0.986266714853632,0.9333494617152535,0:00:08.590050
25,0.03362917699087821,0.34828591672263187,0.9863068706581536,0.9333494617152535,0:00:08.859357
26,0.03165000376580426,0.372431809139672,0.9872706099666707,0.9310511672916415,0:00:08.658922
27,0.03140674429839011,0.4357182257239704,0.9867887403124121,0.9309705253820411,0:00:08.662108
28,0.03130779148431054,0.36639048965769766,0.9877926354254507,0.9326640054836498,0:00:08.654517
29,0.030455115740656322,0.42911003612415605,0.9874713889892784,0.9332284988508528,0:00:08.610091
30,0.029637984480475187,0.4799973838440777,0.9869493635304983,0.9308092415628402,0:00:08.875872
31,0.028851736639202312,0.41485697711516994,0.9879532586435369,0.930567315834039,0:00:08.710544
32,0.02875007323301513,0.4408021649216383,0.9879934144480584,0.9315753397040442,0:00:08.687612
33,0.0262185253290535,0.4886434048071209,0.9887563747339678,0.9322607959356477,0:00:08.654356
34,0.028020645335355077,0.4161078963348398,0.9881138818616231,0.9325027216644489,0:00:08.634039
35,0.023843209416453025,0.46759827009109417,0.9893988676063125,0.933067215031652,0:00:08.986944
36,0.024210978447783426,0.5164863407132867,0.9895594908243986,0.9327849683480505,0:00:08.825092
37,0.024334134852282696,0.4895564875726232,0.9891980885837047,0.9306076367888392,0:00:08.826668
38,0.0243351852731556,0.48616392187824153,0.9886760631249247,0.9332284988508528,0:00:08.802095
39,0.025529696680671163,0.5135471942670511,0.9895594908243986,0.9304060320148381,0:00:08.697838
40,0.022990363412400624,0.4718369076193638,0.9902019836967434,0.9302850691504375,0:00:08.927847
41,0.02288638942255731,0.5627838714581739,0.9897201140424848,0.931736623523245,0:00:08.762083
42,0.021653237576851586,0.5466739952174497,0.9901216720877003,0.9324624007096488,0:00:08.770845
43,0.021297277423256766,0.5275837856050322,0.989439023410834,0.933067215031652,0:00:08.816472
44,0.0210908620062567,0.4886279171422581,0.9903626069148296,0.9322204749808476,0:00:08.752372
45,0.020861817432608565,0.5097635599121696,0.9900012046741357,0.93270432643845,0:00:09.505972
46,0.019809898205263216,0.5665038773189837,0.9909247881781311,0.9318575863876457,0:00:09.496644
47,0.021870538954490273,0.5111775403553672,0.9907240091555234,0.9336720293536551,0:00:09.496328
48,0.0203957911957462,0.5493911877358617,0.990844476569088,0.9325430426192493,0:00:09.488022
49,0.02116792417715537,0.6206986790233386,0.9904027627193511,0.932301116890448,0:00:09.445971
50,0.018987496773277514,0.5241563316231275,0.9914468136369112,0.9312930930204427,0:00:09.780145
51,0.01894634277786962,0.5154000416872201,0.9913263462233466,0.9316156606588444,0:00:09.533797
52,0.018690069722818337,0.553657143367347,0.9915271252459543,0.9315753397040442,0:00:09.500294
53,0.017521649200640293,0.5651335890845742,0.9920491507047343,0.929801217692835,0:00:09.503044
54,0.019219405750072128,0.5603791285418322,0.9910050997871742,0.9314543768396436,0:00:09.398393
55,0.018528443789709814,0.5916302192267757,0.9915672810504759,0.932301116890448,0:00:09.769904
56,0.02003478715686679,0.5605308714031925,0.9908043207645665,0.9313334139752429,0:00:09.537028
57,0.018014378546128477,0.5845976334365952,0.9917680600730836,0.9302044272408371,0:00:08.984213
58,0.01590613628364653,0.5853344413404254,0.9929325784042083,0.9319382282972462,0:00:08.951114
59,0.015380876146393878,0.6218655792401223,0.9931333574268161,0.9337929922180556,0:00:08.888902
60,0.017626930470266377,0.5683724931707977,0.9927317993816006,0.929599612918834,0:00:09.187264
61,0.01680301020237875,0.575338265557984,0.9928522667951653,0.9302850691504375,0:00:09.011540
62,0.0167527317670872,0.5831706714584027,0.9929727342087299,0.9329059312124511,0:00:09.000493
63,0.01654299660973718,0.6008647975802026,0.9927719551861222,0.929599612918834,0:00:08.886429
64,0.01767957403025983,0.6126982316011688,0.9925310203589929,0.9290754405064312,0:00:08.993195
65,0.014376120381300251,0.6135879350668957,0.9936152270810745,0.9318979073424458,0:00:09.173840
